National Type,Sales Rep,Account Name,Business Name,Corporate Account,Segment,First ,Last,Email,Primary Phone,Products,Site Type,Existing Domain,Sponsored Budget, Yodle Web , Organic Fee , Account Setup,Payment Type,Address 1,Address 2,City,State,Zip,Address Display,Template ID,Service Group,Mobile Logo,Franchise Location ID,Lead Destination Email,Lead Destination Number,Web Address for Distribution,Web Address for Ad Copy (Display URL),Record Calls? (Yes/No),Whisper? (Yes/No),Tagline,Business description,Show Hours on Website? (Yes/No),Emergency Services Available 24/7? (Yes/No),Open 24/7? (Yes/No),Monday? ,Monday Open,Monday Closed,Tuesay?,Tuesday Open,Tuesday Closed,Wednesday,Wednesday Open,Wednesday Closed,Thursday?,Thursday Open,Thursday Closed,Friday? ,Friday Open,Friday Closed,Saturday? ,Saturday Open,Saturday Closed,Sunday?,Sunday Open,Sunday Closed,Cash,MasterCard,Visa,Discover,CareCredit,Mobile/Stationary,Area Served Description,Custom Campaign Notes,Include a Name Campaign? (Yes/No),CSC Completed Date,IMS Projected Launch Date,Field Entry,Descroption of Business,URL of Existing Website Containing Copy,Organic Domain,Unique Selling Propositions,Notes,Web Address Client-Side,Web Address for Advertising
Corporate Spend,Ari Katz,Affordable Dentures - Savannah,Affordable Dentures,Affordable Dentures,Dentist,Christopher,"Selders, DDS  ",ad123@ad123.com,(912) 748-1311,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1028 East Highway 80,,Pooler,GA,31322,Show Full Address,2139,Dentures,logo.png,8044,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Savannah.com,affordabledentures-Savannah.com,Yes,No,Affordable Dentures-Savannah P.C.,"Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Pooler, GA and opened in 1975. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,11:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Savannah, GA",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/pooler,affordabledentures.com/office/pooler,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/pooler,affordabledentures-Savannah.com
Corporate Spend,Ari Katz,"Affordable Dentures - Albany, GA",Affordable Dentures,Affordable Dentures,Dentist,Deborah,"Beal, DDS  ",ad123@ad123.com,(229) 878-2885,"Sponsored, Organic",AdverSite,,$575.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1104 N. Westover Blvd. Suite 6A,,Albany,GA,31707,Show Full Address,2139,Dentures,logo.png,8097,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-AlbanyGA.com,affordabledentures-AlbanyGA.com,Yes,No,"Affordable Dentures - Albany, II, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Albany, GA and opened in 2003. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,12:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Albany, GA",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/albany-ga,affordabledentures.com/office/albany-ga,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/albany-ga,affordabledentures-AlbanyGA.com
Corporate Spend,Ari Katz,Affordable Dentures - Lagrange,Affordable Dentures,Affordable Dentures,Dentist,Oletha,"D. Simmons, DDS ",ad123@ad123.com,(706) 882-0322,"Sponsored, Organic",AdverSite,,$575.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"1300 Lafayette Parkway, Suite E",Lafayette Centre,LaGrange,GA,30241,Show Full Address,2139,Dentures,logo.png,8194,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Lagrange.com,affordabledentures-Lagrange.com,Yes,No,"Affordable Dentures - LaGrange, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in LaGrange, GA and opened in 2012. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,1:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"LaGrange, GA",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/lagrange,affordabledentures.com/office/lagrange,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/lagrange,affordabledentures-Lagrange.com
Corporate Spend,Ari Katz,Affordable Dentures - Evansville,Affordable Dentures,Affordable Dentures,Dentist,Christopher,"Nigh, DDS  ",ad123@ad123.com,(812) 428-3384,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,206 N. 1st Avenue,,Evansville,IN,47710,Show Full Address,2139,Dentures,logo.png,9026,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Evansville.com,affordabledentures-Evansville.com,Yes,No,"Affordable Dentures - Evansville IV, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Evansville, IN and opened in 1995. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,2:00 AM,Yes,Yes,Yes,Yes,no,Stationary,"Evansville, IN",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/evansville,affordabledentures.com/office/evansville,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/evansville,affordabledentures-Evansville.com
Corporate Spend,Ari Katz,Affordable Dentures - Terre Haute,Affordable Dentures,Affordable Dentures,Dentist,Glen,"D. Middaugh, DDS ",ad123@ad123.com,(812) 877-6724,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,5404 E. Bill Farr Drive í_,,Terre Haute,IN,47803,Show Full Address,2139,Dentures,logo.png,9038,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-TerreHaute.com,affordabledentures-TerreHaute.com,Yes,No,"Affordable Dentures - Terre Haute, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Terre Haute, IN and opened in 1996. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,3:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Terre Haute, IN",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/terre-haute,affordabledentures.com/office/terre-haute,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/terre-haute,affordabledentures-TerreHaute.com
Corporate Spend,Ari Katz,Affordable Dentures - Fort Wayne,Affordable Dentures,Affordable Dentures,Dentist,Dawn,"J. Benson, DDS ",ad123@ad123.com,(260) 436-7175,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,7810 West Jefferson Blvd.,,Fort Wayne,IN,46804,Show Full Address,2139,Dentures,logo.png,9046,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-FortWayne.com,affordabledentures-FortWayne.com,Yes,No,"Affordable Dentures - Fort Wayne, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Fort Wayne, IN and opened in 1997. ",Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,4:00 AM,Yes,Yes,Yes,Yes,no,Stationary,"Ft. Wayne, IN",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/fort-wayne,affordabledentures.com/office/fort-wayne,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/fort-wayne,affordabledentures-FortWayne.com
Corporate Spend,Ari Katz,"Affordable Dentures - Lafayette, IN",Affordable Dentures,Affordable Dentures,Dentist,David,"J. Bruns, DDS ",ad123@ad123.com,(765) 446-8474,"Sponsored, Organic",AdverSite,,$575.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"3861 SR 26 East, Suite 1",International Sports Complex,Lafayette,IN,47905,Show Full Address,2139,Dentures,logo.png,9082,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-LafayetteIN.com,affordabledentures-LafayetteIN.com,Yes,No,"Affordable Dentures - Lafayette, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Lafayette, IN and opened in 2002. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,5:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Lafayette, IN",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/lafayette,affordabledentures.com/office/lafayette,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/lafayette,affordabledentures-LafayetteIN.com
Corporate Spend,Ari Katz,Affordable Dentures - Lima,Affordable Dentures,Affordable Dentures,Dentist,Magali,"Padilla-Zapata, DMD  ",ad123@ad123.com,(419) 228-6680,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"Magali Padilla-Zapata, DMD, Inc.",1951 Bellefontaine Rd,Lima,OH,45804,Show Full Address,2139,Dentures,logo.png,10049,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Lima.com,affordabledentures-Lima.com,Yes,No,"Affordable Dentures - Lima,","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Lima, OH and opened in 1997.",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,6:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Lima, OH",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/lima,affordabledentures.com/office/lima,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/lima,affordabledentures-Lima.com
Corporate Spend,Ari Katz,Affordable Dentures - Middletown,Affordable Dentures,Affordable Dentures,Dentist,Stephen,"C. Durham, DMD ",ad123@ad123.com,(513) 423-2402,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"Stephen C. Durham, D.M.D., P.C.",3606 Commerce Drive,Franklin,OH,45005,Show Full Address,2139,Dentures,logo.png,10051,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Middletown.com,affordabledentures-Middletown.com,Yes,No,"Affordable Dentures - Middletown,","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Franklin, OH and opened in 1997. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,7:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Middletown, OH",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/franklin-oh,affordabledentures.com/office/franklin-oh,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/franklin-oh,affordabledentures-Middletown.com
Corporate Spend,Ari Katz,Affordable Dentures - Chillicothe,Affordable Dentures,Affordable Dentures,Dentist,Joseph,"B. Walton, DDS ",ad123@ad123.com,(740) 772-6858,"Sponsored, Organic",AdverSite,,$675.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"Joseph B. Walton, DDS, Inc.",51 North Plaza Blvd.,Chillicothe,OH,45601,Show Full Address,2139,Dentures,logo.png,10052,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Chillicothe.com,affordabledentures-Chillicothe.com,Yes,No,"Affordable Dentures - Chillicothe,","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Chillicothe, OH and opened in 1998. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,8:00 AM,Yes,Yes,Yes,Yes,no,Stationary,"Chillicothe, OH",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/chillicothe,affordabledentures.com/office/chillicothe,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/chillicothe,affordabledentures-Chillicothe.com
Corporate Spend,Ari Katz,"Affordable Dentures - Columbus, OH",Affordable Dentures,Affordable Dentures,Dentist,Todd,"N. Corbitt, DDS ",ad123@ad123.com,(614) 851-3295,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,5609 Trabue Road,,Columbus,OH,43228,Show Full Address,2139,Dentures,logo.png,10053,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-ColumbusOH.com,affordabledentures-ColumbusOH.com,Yes,No,"Todd N. Corbitt, DDS, Inc.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Columbus OH and opened in 1998. ,Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,9:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Columbus, OH",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/columbus-oh,affordabledentures.com/office/columbus-oh,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/columbus-oh,affordabledentures-ColumbusOH.com
Corporate Spend,Ari Katz,Affordable Dentures - Boardman,Affordable Dentures,Affordable Dentures,Dentist,Eric,"L. Snyder, DMD ",ad123@ad123.com,(330) 726-3798,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"Eric L. Snyder, DMD, Inc.",1060 Tiffany South,Poland,OH,44514,Show Full Address,2139,Dentures,logo.png,10055,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Boardman.com,affordabledentures-Boardman.com,Yes,No,"Affordable Dentures - Boardman,","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Poland, OH and opened in 1998. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,10:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Boardman, OH",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/poland,affordabledentures.com/office/poland,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/poland,affordabledentures-Boardman.com
Corporate Spend,Ari Katz,Affordable Dentures - Toledo,Affordable Dentures,Affordable Dentures,Dentist,Ruby,"E. Fifer, DDS ",ad123@ad123.com,(419) 824-2171,"Sponsored, Organic",AdverSite,,$775.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"Ruby E. Fifer, DDS, Inc.",6411 River Crossing,Sylvania,OH,43560,Show Full Address,2139,Dentures,logo.png,10059,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Toledo.com,affordabledentures-Toledo.com,Yes,No,"Affordable Dentures-Toledo,","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Sylvania, OH and opened in 1999. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,11:00 AM,Yes,Yes,Yes,Yes,yes,Stationary,"Toledo, OH",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/sylvania,affordabledentures.com/office/sylvania,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/sylvania,affordabledentures-Toledo.com
Corporate Spend,Ari Katz,Affordable Dentures - Conway,Affordable Dentures,Affordable Dentures,Dentist,Leotis,"Richardson III, DDS ",ad123@ad123.com,(501) 327-6638,"Sponsored, Organic",AdverSite,,$475.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1105 Collier Drive,,Conway,AR,72032,Show Full Address,2139,Dentures,logo.png,11043,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Conway.com,affordabledentures-Conway.com,Yes,No,"Leotis Richardson III, DDS, PC","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Conway, AR and opened in 1997. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,12:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Conway, AR",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/conway,affordabledentures.com/office/conway,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/conway,affordabledentures-Conway.com
Corporate Spend,Ari Katz,Affordable Dentures - Little Rock,Affordable Dentures,Affordable Dentures,Dentist,Marino,"J. Alea Iglesias, DDS",ad123@ad123.com,(501) 568-6253,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"10912 Colonel Glenn Road, Suite 3500",Colonel Glenn Plaza Shopping Center,Little Rock,AR,72204,Show Full Address,2139,Dentures,logo.png,11087,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-LittleRock.com,affordabledentures-LittleRock.com,Yes,No,"Marino J. Alea Iglesias, DDS, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Little Rock, AR and opened in 2002. ",Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,1:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Little Rock, AR",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/little-rock,affordabledentures.com/office/little-rock,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/little-rock,affordabledentures-LittleRock.com
Corporate Spend,Ari Katz,Affordable Dentures - Independence,Affordable Dentures,Affordable Dentures,Dentist,Anthony,"F. Williams, DDS ",ad123@ad123.com,(816) 795-6325,"Sponsored, Organic",AdverSite,,$875.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"19401 E. Valley View Parkway, Eastland Center",,Independence,MO,64055,Show Full Address,2139,Dentures,logo.png,12117,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Independence.com,affordabledentures-Independence.com,Yes,No,"Anthony F. Williams, DDS, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Independence, MO and opened in 2004. ",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,2:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Blue Springs, MO",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/Independence-MO,affordabledentures.com/office/Independence-MO,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/Independence-MO,affordabledentures-Independence.com
Corporate Spend,Ari Katz,"Affordable Dentures - Columbia, MO",Affordable Dentures,Affordable Dentures,Dentist,Karen,"T. Mays, DDS ",ad123@ad123.com,(573) 814-2322,"Sponsored, Organic",AdverSite,,$475.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"3200 Penn Terrace, Suite 119",Liberty Square,Columbia,MO,65202,Show Full Address,2139,Dentures,logo.png,12155,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Columbia.com,affordabledentures-Columbia.com,Yes,No,"Karen T. Mays, DDS, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services. We are located in Columbia MO and opened in 2009.,Yes,No,No,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Hours,8:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,3:00 PM,Yes,Yes,Yes,Yes,no,Stationary,"Columbia, MO",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/columbia,affordabledentures.com/office/columbia,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/columbia,affordabledentures-Columbia.com
Corporate Spend,Ari Katz,Affordable Dentures - St. Joseph,Affordable Dentures,Affordable Dentures,Dentist,Mark,"L. Trulsson, DMD ",ad123@ad123.com,(816) 279-0600,"Sponsored, Organic",AdverSite,,$475.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,1409 North Belt Highway,,Saint Joseph,MO,64506,Show Full Address,2139,Dentures,logo.png,12165,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-StJoseph.com,affordabledentures-StJoseph.com,Yes,No,"Mark L. Trulsson, DMD, P.C.",Our practice proudly provides Affordable Dentures and related denture and tooth extraction services for patients in St. Joseph and surrounding communities.,Yes,No,No,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Hours,7:30 AM,4:30 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,4:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Saint Joseph, MO",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/st.-joseph,affordabledentures.com/office/st.-joseph,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/st.-joseph,affordabledentures-StJoseph.com
Corporate Spend,Ari Katz,Affordable Dentures - Sullivan,Affordable Dentures,Affordable Dentures,Dentist,Christopher,"A. Parks, DDS ",ad123@ad123.com,(573) 468-7556,"Sponsored, Organic",AdverSite,,$475.00 ,$40.00 ,$49.00 ,$55.00 ,Corporate Parent Pays Accounts,"400 Cumberland Way, Suite A",,Sullivan,MO,63080,Show Full Address,2139,Dentures,logo.png,12181,Copy From Primary Contact,Copy from Primary Contact,affordabledentures-Sullivan.com,affordabledentures-Sullivan.com,Yes,No,"Christopher A. Parks, DDS, P.C.","Our practice proudly provides Affordable Dentures and related denture and tooth extraction services for patients traveling for Sullivan, St. Louise and surrounding.",Yes,No,No,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Hours,7:00 AM,4:00 PM,Closed,9:00 AM,5:00 PM,Closed,9:00 AM,5:00 PM,Yes,Yes,Yes,Yes,yes,Stationary,"Sullivan, MO",Competitor Campaign - Aspen Dental,Yes,6/30/13,8/1/13,Edit Business Info,Copy Description from Business Info,http://www.affordabledentures.com/office/sullivan,affordabledentures.com/office/sullivan,"Custom Denture Solutions
Patient Satisfaction Commitment
Individually Owned and Operated by a Licensed Dentist
Same-Day Service
On-Site Denture Lab
Flexible Financing Available",N/A,affordabledentures.com/office/sullivan,affordabledentures-Sullivan.com
